City,Neighbourhodd,Price($),Size(m²,Rooms,Bathrooms,link
Cartagena,CIELO MAR,496375000,75.0,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/oceani-towers/cielo-mar/cartagena/4943256
Cartagena,CIELO MAR,551720000,82.3,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Cartagena,CIELO MAR,433100000,70.0,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise-condominio/cielo-mar/cartagena/6819105
Cartagena,CIELO MAR,485460000,92.0,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/mediterranea-towers/cielo-mar/cartagena/4942862
Cartagena,CIELO MAR,515750000,82.83,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Cartagena,CIELO MAR,538000000,82.78,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Cartagena,CIELO MAR,403950000,65.0,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/mediterranea-towers/cielo-mar/cartagena/4942862
Cartagena,CIELO MAR,473910000,77.0,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise-condominio/cielo-mar/cartagena/6819105
Cartagena,CIELO MAR,509840000,92.0,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/mediterranea-towers/cielo-mar/cartagena/4942862
Cartagena,CIELO MAR,558517000,84.3,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Cartagena,CIELO MAR,534215000,82.83,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Cartagena,La carolina,202888000,67.23,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/jardin-imperial/la-carolina/cartagena/5320986
Cartagena,CIELO MAR,636750000,101.9,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Cartagena,CIELO MAR,509030000,82.78,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Cartagena,CIELO MAR,425890000,83.0,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/mediterranea-towers/cielo-mar/cartagena/4942862
Cartagena,CIELO MAR,398590000,63.0,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise-condominio/cielo-mar/cartagena/6819105
Cartagena,CIELO MAR,523420000,83.57,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Cartagena,CIELO MAR,538040000,88.0,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/oceani-towers/cielo-mar/cartagena/4943256
Cartagena,CIELO MAR,481915000,83.0,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/mediterranea-towers/cielo-mar/cartagena/4942862
Cartagena,CIELO MAR,552560000,102.0,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/oceani-towers/cielo-mar/cartagena/4943256
Bogotá,Chapinero Occidental,157200000,21.2,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/oikos-infinitum-58/chapinero-occidental/bogota/6677736
Cartagena,CIELO MAR,546180000,92.0,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/mediterranea-towers/cielo-mar/cartagena/4942862
Cali,La Flora,681000000,104.44,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/cassia-47/la-flora/cali/6429693
Villeta,Sector Catay,375721000,75.12,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/palmanova-casas/sector-catay/villeta/5000300
Cajicá,Sector El Misterio,294603295,65.48,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/canarias/sector-el-misterio/cajica/6741467
Cali,La Flora,603200000,99.0,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/cassia-47/la-flora/cali/6429693
Cali,La Flora,474960000,99.95,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/nordika/la-flora/cali/5254360
Yumbo,ciudad guabinas,168540000,70.09,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/nuqui/ciudad-guabinas/yumbo/7012779
Villeta,Sector Catay,246053000,70.23,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/palmanova-casas/sector-catay/villeta/5000300
Cajicá,Sector El Misterio,245112830,54.53,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/canarias/sector-el-misterio/cajica/6741467
Cali,La Flora,473200000,87.84,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/portus-352/la-flora/cali/3633056
Cartagena,CIELO MAR,524030000,87.92,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Cartagena,CIELO MAR,526380000,86.0,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise-condominio/cielo-mar/cartagena/6819105
Cartagena,CIELO MAR,641050000,101.9,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Cartagena,CIELO MAR,579000000,84.3,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Cartagena,CIELO MAR,520000000,100.0,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/mediterranea-towers/cielo-mar/cartagena/4942862
Cartagena,CIELO MAR,448715000,83.0,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/mediterranea-towers/cielo-mar/cartagena/4942862
Cartagena,CIELO MAR,563575000,84.3,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/basilio/cielo-mar/cartagena/5782764
Jamundí,CLUB FORESTAL,245770360,84.46,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/forestal-aqua-apartamentos-campestres/club-forestal/jamundi/2116252
Jamundí,CLUB FORESTAL,253070000,84.46,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/forestal-aqua-apartamentos-campestres/club-forestal/jamundi/2116252
Cali,Santa Anita,340800000,71.0,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/novara-1161/santa-anita/cali/7083211
Jamundí,CLUB FORESTAL,248812980,84.46,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/forestal-aqua-apartamentos-campestres/club-forestal/jamundi/2116252
Jamundí,CLUB FORESTAL,401161310,166.0,4,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/forestal-aqua-apartamentos-campestres/club-forestal/jamundi/2116252
Jamundí,CLUB FORESTAL,403493230,166.0,4,4,https://www.fincaraiz.com.co/proyecto-de-vivienda/forestal-aqua-apartamentos-campestres/club-forestal/jamundi/2116252
Cali,Guadalupe,520000000,86.0,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/colinas-de-guadalupe-2/guadalupe/cali/7168519
Cali,Guadalupe,480175816,93.47,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/colinas-de-guadalupe/guadalupe/cali/5100423
Cajicá,Sector El Misterio,286396302,65.75,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/canarias/sector-el-misterio/cajica/6741467
Jamundí,CLUB FORESTAL,245729800,84.0,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/forestal-aqua-apartamentos-campestres/club-forestal/jamundi/2116252
Jamundí,CLUB FORESTAL,255440000,84.46,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/forestal-aqua-apartamentos-campestres/club-forestal/jamundi/2116252
Cali,Juanambú,579761000,80.5,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/hayedo-de-juanambu/juanambu/cali/4161869
Bogotá,Chicó,1832388000,188.16,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/artek-home/chico/bogota/6874649
Bogotá,Chicó,333109000,24.27,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Valle del Lili,392852000,89.96,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/baikal/valle-del-lili/cali/5085991
Bogotá,Chicó,829744000,67.7,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Bogotá,Chicó,335957000,28.38,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Juanambú,888920000,125.2,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/kairos-tower/juanambu/cali/5378994
Cali,Arboledas,604335212,75.03,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/habado/arboledas/cali/5418823
Cali,Valle del Lili,383185132,80.04,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/nova-condominio-club/valle-del-lili/cali/4292262
Cali,Zona Norte,276620000,122.06,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/condominio-valderozo-casas-en-rozo/zona-norte/cali/2622288
Cali,Zona Norte,282740000,131.38,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/condominio-valderozo-casas-en-rozo/zona-norte/cali/2622288
Cali,Zona Norte,276740000,131.38,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/condominio-valderozo-casas-en-rozo/zona-norte/cali/2622288
Cali,Zona Norte,287140000,142.49,5,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/condominio-valderozo-casas-en-rozo/zona-norte/cali/2622288
Bogotá,Chicó,488066000,37.7,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Bogotá,Chicó,1378540000,153.9,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/artek-home/chico/bogota/6874649
Bogotá,Chicó,384664000,28.38,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Zona Norte,283310000,141.21,5,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/condominio-valderozo-casas-en-rozo/zona-norte/cali/2622288
Bogotá,Chicó,737865000,67.7,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Bogotá,Chicó,390027200,36.08,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/yolo-94-15/chico/bogota/7149628
Bogotá,Chicó,386419200,36.08,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/yolo-94-15/chico/bogota/7149628
Bogotá,Chicó,382811200,36.08,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/yolo-94-15/chico/bogota/7149628
Cali,Valle del Lili,172140000,61.67,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/aguamarina/valle-del-lili/cali/7110915
Bogotá,Chicó,393635200,36.08,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/yolo-94-15/chico/bogota/7149628
Bogotá,Chicó,3792979000,285.35,4,5,https://www.fincaraiz.com.co/proyecto-de-vivienda/torre-86--11/chico/bogota/7149399
Bogotá,Chicó,472628000,37.7,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Valle del Lili,166952433,65.7,2,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/girasoles./valle-del-lili/cali/6814198
Bogotá,Chicó,2511009000,192.05,2,5,https://www.fincaraiz.com.co/proyecto-de-vivienda/torre-86--11/chico/bogota/7149399
Bogotá,Chicó,2189742000,170.94,2,4,https://www.fincaraiz.com.co/proyecto-de-vivienda/torre-86--11/chico/bogota/7149399
Bogotá,Chicó,830939000,86.94,1,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/artek-home/chico/bogota/6874649
Bogotá,Chicó,1462622000,154.26,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/artek-home/chico/bogota/6874649
Yumbo,ciudad guabinas,168540000,70.09,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/nuqui/ciudad-guabinas/yumbo/7012779
Villeta,Sector Catay,246053000,70.23,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/palmanova-casas/sector-catay/villeta/5000300
Cali,La Flora,603200000,99.0,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/cassia-47/la-flora/cali/6429693
Cali,La Flora,474960000,99.95,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/nordika/la-flora/cali/5254360
Cajicá,Sector El Misterio,245112830,54.53,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/canarias/sector-el-misterio/cajica/6741467
Cali,La Flora,473200000,87.84,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/portus-352/la-flora/cali/3633056
Cali,Valle del Lili,155000000,51.58,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/arandanos/valle-del-lili/cali/7157371
Bogotá,Chicó,1793856000,180.61,4,5,https://www.fincaraiz.com.co/proyecto-de-vivienda/area-93/chico/bogota/6780852
Bogotá,Chicó,275277984,23.95,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/qo-97/chico/bogota/6783914
Cali,Valle del Lili,166790000,62.39,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/catania/valle-del-lili/cali/7121669
Bogotá,Chicó,410605000,35.28,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Valle del Lili,322755238,65.61,1,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/platino-element/valle-del-lili/cali/7014731
Bogotá,Chicó,1142198000,95.64,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/artek-home/chico/bogota/6874649
Cali,Valle del Lili,516740000,103.6,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/baikal/valle-del-lili/cali/5085991
Bogotá,Chicó,444257000,35.28,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Valle del Lili,288030000,86.04,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/avellana/valle-del-lili/cali/5602725
Bogotá,Chicó,815818000,67.7,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Zona Norte,270620000,122.06,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/condominio-valderozo-casas-en-rozo/zona-norte/cali/2622288
Bogotá,Chicó,910915301,79.92,1,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/magnolio/chico/bogota/6780817
Bogotá,Chicó,397243200,36.08,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/yolo-94-15/chico/bogota/7149628
Cali,Valle del Lili,331296000,83.58,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/masari/valle-del-lili/cali/5320488
Cali,Juanambú,400726099,53.57,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/hayedo-de-juanambu/juanambu/cali/4161869
Bogotá,Chicó,323170000,24.27,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Bogotá,Chicó,801892000,67.7,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Arboledas,529076463,69.3,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/habado/arboledas/cali/5418823
Bogotá,Chicó,866656000,68.44,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Bogotá,Chicó,579768000,62.58,1,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/artek-home/chico/bogota/6874649
Cali,Valle del Lili,175298000,52.88,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/camelias/valle-del-lili/cali/7159424
Bogotá,Chicó,768065000,67.7,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Valle del Lili,305815325,82.84,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/indigo/valle-del-lili/cali/2668844
Bogotá,Chicó,426430000,35.28,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Bogotá,Chicó,448771000,37.7,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Juanambú,590284800,82.35,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/hayedo-de-juanambu/juanambu/cali/4161869
Cali,Valle del Lili,184590000,64.34,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/belaterra-praia/valle-del-lili/cali/6091375
Cali,Valle del Lili,325500000,87.38,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/romero/valle-del-lili/cali/7188573
Bogotá,Chicó,361421000,28.38,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Santa Anita,545840271,104.19,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/santa-anita-reserva/santa-anita/cali/4209013
Jamundí,CLUB FORESTAL,238713830,84.46,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/forestal-aqua-apartamentos-campestres/club-forestal/jamundi/2116252
Jamundí,CLUB FORESTAL,245729800,84.0,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/forestal-aqua-apartamentos-campestres/club-forestal/jamundi/2116252
Jamundí,CLUB FORESTAL,255440000,84.46,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/forestal-aqua-apartamentos-campestres/club-forestal/jamundi/2116252
Jamundí,CLUB FORESTAL,236282000,84.46,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/forestal-aqua-apartamentos-campestres/club-forestal/jamundi/2116252
Pereira,Cerritos,6450000000,1.322,4,5,https://www.fincaraiz.com.co/proyecto-de-vivienda/malabar-q5/cerritos/pereira/6683592
Mosquera,Cundinamarca,328886775,72.4,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/puerta-del-sol/cundinamarca/mosquera/4592240
Pereira,Cerritos,284356867,42.3,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/asturias-apartamentos-campestres/cerritos/pereira/6558820
Pereira,Cerritos,574479052,101.12,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/asturias-apartamentos-campestres/cerritos/pereira/6558820
Pereira,Cerritos,493470386,81.1,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/asturias-apartamentos-campestres/cerritos/pereira/6558820
Pereira,Cerritos,4950000000,802.0,4,5,https://www.fincaraiz.com.co/proyecto-de-vivienda/la-carmelita/cerritos/pereira/6683543
Pereira,Cerritos,6450000000,1.322,4,5,https://www.fincaraiz.com.co/proyecto-de-vivienda/malabar-q5/cerritos/pereira/6683592
Mosquera,Cundinamarca,328886775,72.4,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/puerta-del-sol/cundinamarca/mosquera/4592240
Mosquera,Cundinamarca,371707875,82.7,3,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/puerta-del-sol/cundinamarca/mosquera/4592240
Cali,Valle del Lili,166790000,62.39,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/catania/valle-del-lili/cali/7121669
Bogotá,Chicó,410605000,35.28,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Valle del Lili,322755238,65.61,1,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/platino-element/valle-del-lili/cali/7014731
Bogotá,Chicó,1142198000,95.64,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/artek-home/chico/bogota/6874649
Cali,Valle del Lili,516740000,103.6,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/baikal/valle-del-lili/cali/5085991
Bogotá,Chicó,444257000,35.28,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Bogotá,Chicó,1793856000,180.61,4,5,https://www.fincaraiz.com.co/proyecto-de-vivienda/area-93/chico/bogota/6780852
Cali,Valle del Lili,490594713,99.61,3,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/nova-condominio-plus/valle-del-lili/cali/4944016
Cali,Arboledas,490357106,61.8,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/habado/arboledas/cali/5418823
Bogotá,Chicó,275277984,23.95,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/qo-97/chico/bogota/6783914
Cali,Valle del Lili,155000000,51.58,1,1,https://www.fincaraiz.com.co/proyecto-de-vivienda/arandanos/valle-del-lili/cali/7157371
Cali,Valle del Lili,288030000,86.04,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/avellana/valle-del-lili/cali/5602725
Bogotá,Chicó,815818000,67.7,2,2,https://www.fincaraiz.com.co/proyecto-de-vivienda/high-park-94/chico/bogota/6633066
Cali,Zona Norte,270620000,122.06,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/condominio-valderozo-casas-en-rozo/zona-norte/cali/2622288
Cali,Zona Norte,293140000,142.49,5,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/condominio-valderozo-casas-en-rozo/zona-norte/cali/2622288
Cali,Zona Norte,266800000,120.78,2,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/condominio-valderozo-casas-en-rozo/zona-norte/cali/2622288
Cali,Zona Norte,281020000,133.17,4,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/condominio-valderozo-casas-en-rozo/zona-norte/cali/2622288
Cali,Zona Norte,287020000,133.17,4,3,https://www.fincaraiz.com.co/proyecto-de-vivienda/condominio-valderozo-casas-en-rozo/zona-norte/cali/2622288
